node_id	entity_name	attribute_text	triplets_text
2267	Russ Morgan	Russ Morgan.	 [Russ Morgan]'s song is I Heard You Cry. [Russ Morgan]'s release is Russ Morgan At Catalina (Digitally Remastered). [Russ Morgan]'s term is orchestra.
2268	Hoods	Hoods.	 [Hoods]'s term is hardcore punk. [Hoods]'s song is Suffer. [Hoods]'s release is Time-the Destroyer.
2269	Grand Funk	Grand Funk.	 [Grand Funk]'s term is hard rock. [Grand Funk]'s song is Please Me (24-Bit Digitally Remastered 02). [Grand Funk]'s release is Shinin' On (2002 Digital Remaster).
2270	Carl Doy	Carl Doy.	 [Carl Doy]'s term is progressive house. [Carl Doy]'s release is The Very Best Of. [Carl Doy]'s song is Wave.
2271	Geier Sturzflug	Geier Sturzflug.	 [Geier Sturzflug]'s term is pop rock. [Geier Sturzflug]'s release is Mahlzeit!. [Geier Sturzflug]'s song is Schwarzarbeit.
2272	Workhorse	Workhorse.	 [Workhorse]'s song is Flight of the Elephant. [Workhorse]'s term is dirty south rap. [Workhorse]'s release is Beasts of Burden.
2273	Deep Puddle Dynamics	Deep Puddle Dynamics.	 [Deep Puddle Dynamics]'s release is The Taste Of Rain... Why Kneel. [Deep Puddle Dynamics]'s song is June 26th  1999 - Slight. [Deep Puddle Dynamics]'s term is hip hop.
2274	Zebra	Zebra.	 [Zebra]'s term is heavy metal. [Zebra]'s release is Zebra Live. [Zebra]'s song is The Ocean (Live Version).
2275	The Irish Rovers	The Irish Rovers.	 [The Irish Rovers]'s song is Green Grows the Laurel. [The Irish Rovers]'s release is Live In Concert. [The Irish Rovers]'s term is irish folk.
2276	A Tundra	A Tundra.	 [A Tundra]'s release is Joan of Arc Presents: Don't Mind Control. [A Tundra]'s term is beat. [A Tundra]'s song is The Doug McComb Over.
2277	Hank Penny & Sue Thompson	Hank Penny & Sue Thompson.	 [Hank Penny & Sue Thompson]'s term is western swing. [Hank Penny & Sue Thompson]'s song is Walkin' In The Snow. [Hank Penny & Sue Thompson]'s release is Santa's Christmas Collection.
2278	Winds Of Plague	Winds Of Plague.	 [Winds Of Plague]'s term is death metal. [Winds Of Plague]'s release is Decimate The Weak. [Winds Of Plague]'s song is Soldiers Of Doomsday\xc2\xa0.
2279	Al Duvall	Al Duvall.	 [Al Duvall]'s term is blues-rock. [Al Duvall]'s release is Recluses Unite. [Al Duvall]'s song is Dark Inside.
2280	Modern Lovers	Modern Lovers.	 [Modern Lovers]'s term is art rock. [Modern Lovers]'s release is Live at the longbranch and more. [Modern Lovers]'s song is She cracked.
2281	Paul Taylor	Paul Taylor.	 [Paul Taylor]'s term is smooth jazz. [Paul Taylor]'s song is Enchanted Garden. [Paul Taylor]'s release is High Life.
2282	Atreyu	Atreyu.	 [Atreyu]'s song is Ex's And Oh's (Instrumental Version), Nevada's Grace (Album Version). [Atreyu]'s release is A Death - Grip On Yesterday.
2283	Shelly Manne	Shelly Manne.	 [Shelly Manne]'s term is hard bop. [Shelly Manne]'s song is Jubilation T. Cornpone. [Shelly Manne]'s release is Li'l Abner.
2284	Amil	Amil.	 [Amil]'s term is hip hop. [Amil]'s song is Anyday. [Amil]'s release is All Money Is Legal.
2285	DJ Godfather	DJ Godfather.	 [DJ Godfather]'s release is Da Bomb Vol 6. [DJ Godfather]'s song is Night on William Street. [DJ Godfather]'s term is electro.
2286	Thrice	Thrice.	 [Thrice]'s song is The Earth Will Shake. [Thrice]'s release is The Alchemy Index: Vols 1 & 2 Fire & Water, Vheissu.
2287	Fehlfarben	Fehlfarben.	 [Fehlfarben]'s release is Glut Und Asche (Remaster). [Fehlfarben]'s song is Magnificent Obsession. [Fehlfarben]'s term is new wave.
2288	Andres Calamaro	Andres Calamaro.	 [Andres Calamaro]'s release is Andres CD6. [Andres Calamaro]'s song is Un vestido y un amor (en vivo). [Andres Calamaro]'s term is tango.
2289	Kruger	Kruger.	 [Kruger]'s term is post-hardcore. [Kruger]'s release is Devyaty Messiya. [Kruger]'s song is Narechenny Izgoem.
2290	Albert PrA(c)jean	Albert PrA(c)jean.	 [Albert PrA(c)jean]'s release is Chansons D'Amour. [Albert PrA(c)jean]'s term is chanson. [Albert PrA(c)jean]'s song is Une java.
2291	Lonestar	Lonestar.	 [Lonestar]'s term is country. [Lonestar]'s release is Crazy Nights. [Lonestar]'s song is Somebody's Someone.
2292	Freddie McGregor	Freddie McGregor.	 [Freddie McGregor]'s release is Anything For You. [Freddie McGregor]'s song is YOUR LOVE. [Freddie McGregor]'s term is lovers rock.
2293	Amber Nicholson	Amber Nicholson.	 [Amber Nicholson]'s term is country. [Amber Nicholson]'s release is Places We Go Through. [Amber Nicholson]'s song is Tonight It's Just Me.
2294	Circle Jerks	Circle Jerks.	 [Circle Jerks]'s release is Group Sex. [Circle Jerks]'s song is Paid Vacation. [Circle Jerks]'s term is hardcore punk.
2295	Arctic Monkeys	Arctic Monkeys.	 [Arctic Monkeys]'s song is From The Ritz To The Rubble. [Arctic Monkeys]'s term is garage rock. [Arctic Monkeys]'s release is Whatever People Say I Am  That's What I'm Not.
2296	Kofi	Kofi.	 [Kofi]'s song is I'm Just A Girl. [Kofi]'s term is lovers rock. [Kofi]'s release is Lovers Lounge Venue 7.
2297	Gene Simmons	Gene Simmons.	 [Gene Simmons]'s song is Drinkin' Wine - Original, Haunted House. [Gene Simmons]'s term is hard rock.
2298	SANSHIRO	SANSHIRO.	 [SANSHIRO]'s term is los angeles. [SANSHIRO]'s song is Le syst\xc3\xa8me solaire. [SANSHIRO]'s release is Chansons pour qui?.
2299	Death SS	Death SS.	 [Death SS]'s term is heavy metal. [Death SS]'s release is The 7th Seal. [Death SS]'s song is The Healer.
2300	Lou Reed	Lou Reed.	 [Lou Reed]'s song is Sally Can't Dance. [Lou Reed]'s release is Live - In Concert. [Lou Reed]'s term is glam rock.
2301	Daniel Chan	Daniel Chan.	 [Daniel Chan]'s release is Bi Wo Xing Fu. [Daniel Chan]'s term is chinese music. [Daniel Chan]'s song is Duo Liu Yi Hui.
2302	Alain-FranASSois	Alain-FranASSois.	 [Alain-FranASSois]'s song is Minuit sur terre. [Alain-FranASSois]'s release is Alain-Fran\xc3\xa7ois. [Alain-FranASSois]'s term is french pop.
2303	Los Rumberos Catalanes	Los Rumberos Catalanes.	 [Los Rumberos Catalanes]'s release is Oh Capicua. [Los Rumberos Catalanes]'s song is Yo Te Camelo. [Los Rumberos Catalanes]'s term is flamenco.
2304	Cam'Ron	Cam'Ron.	 [Cam'Ron]'s release is Killa Season, Killa Season. [Cam'Ron]'s song is Do Ya Thing (Remix) (Explicit Album Version).
2305	Paulo Flores	Paulo Flores.	 [Paulo Flores]'s song is Belina. [Paulo Flores]'s term is zouk. [Paulo Flores]'s release is Live - Ao vivo.
2306	Philly's Most Wanted	Philly's Most Wanted.	 [Philly's Most Wanted]'s term is hip hop. [Philly's Most Wanted]'s release is Get Down Or Lay Down. [Philly's Most Wanted]'s song is Y'all Can't Never Hurt Us (Clean Version).
2307	Phantomsmasher	Phantomsmasher.	 [Phantomsmasher]'s term is post rock. [Phantomsmasher]'s song is Bishop Hopping. [Phantomsmasher]'s release is Phantomsmasher.
2308	Bas-Sheva	Bas-Sheva.	 [Bas-Sheva]'s song is Lust (1995 Digital Remaster). [Bas-Sheva]'s release is Ultra-Lounge/Mondo Exotica: Volume One. [Bas-Sheva]'s term is exotica.
2309	Big Star	Big Star.	 [Big Star]'s song is Till The End Of The Day (Alternate Mix), Watch The Sunrise [Live at Lafayette's Music Room  Memphis  TN  January 1973]. [Big Star]'s term is power pop.
2310	Grandpa Jones	Grandpa Jones.	 [Grandpa Jones]'s song is Don't Look Back. [Grandpa Jones]'s release is The Unforgettable Grandpa Jones. [Grandpa Jones]'s term is bluegrass.
2311	Cross Country	Cross Country.	 [Cross Country]'s song is In The Midnight Hour, Tastes So Good To Me. [Cross Country]'s term is progressive house.
2312	Jack Miles	Jack Miles.	 [Jack Miles]'s song is Nuits Orientales. [Jack Miles]'s term is screamo. [Jack Miles]'s release is Around the World.
2313	The Marx Brothers	The Marx Brothers.	 [The Marx Brothers]'s song is Un jour au Cirque: Two Blind Loves, End Title/Animal Crackers. [The Marx Brothers]'s release is Sing & play.
2314	Bug Mafia	Bug Mafia.	 [Bug Mafia]'s release is Viata Noastra Vol 1 / Our Life Vol 1. [Bug Mafia]'s term is hip hop. [Bug Mafia]'s song is Poezie De Strada / Street Poetry.
2315	Converge	Converge.	 [Converge]'s term is hardcore punk. [Converge]'s song is Dark Horse. [Converge]'s release is Axe To Fall.
2316	Drexel	Drexel.	 [Drexel]'s term is easy listening. [Drexel]'s song is Blood On The Snow. [Drexel]'s release is TheBloodyTransylvaniaStreetMachine.
2317	Cool Connection	Cool Connection.	 [Cool Connection]'s release is I'm Your Boogie Man / Rotation. [Cool Connection]'s song is I'm Your Boogie Man. [Cool Connection]'s term is blues.
2318	Taylor Swift	Taylor Swift.	 [Taylor Swift]'s song is Should've Said No. [Taylor Swift]'s term is country. [Taylor Swift]'s release is Fearless.
2319	Nancy Walker	Nancy Walker.	 [Nancy Walker]'s song is Boy! What Love Has to Me!. [Nancy Walker]'s term is vaudeville. [Nancy Walker]'s release is My Square Laddie / I Can Cook Too.
2320	Misfits	Misfits.	 [Misfits]'s term is horror punk. [Misfits]'s release is Cuts From The Crypt. [Misfits]'s song is Helena 2 (Album Version).
2321	Jyve V	Jyve V.	 [Jyve V]'s song is Maria Morena. [Jyve V]'s term is latin. [Jyve V]'s release is 15 De Coleccion.
2322	Ino	Ino.	 [Ino]'s term is techno. [Ino]'s release is Private Room - The X-Mas Lounge Session 2006. [Ino]'s song is Silence tells you all.
2323	Cherish The Ladies	Cherish The Ladies.	 [Cherish The Ladies]'s release is Cherish The Ladies: Irish Women Musicians in America. [Cherish The Ladies]'s term is irish folk. [Cherish The Ladies]'s song is The Shaskeen / Gan Ainm.
2324	Eden's Bridge	Eden's Bridge.	 [Eden's Bridge]'s term is celtic. [Eden's Bridge]'s release is Celtic Psalms. [Eden's Bridge]'s song is By My Spirit  ().
2325	Abbott & Chambers	Abbott & Chambers.	 [Abbott & Chambers]'s release is Dance Nights 02 - Uplifting Trance, Never After. [Abbott & Chambers]'s song is Where Are You.
2326	Al DiMeola	Al DiMeola.	 [Al DiMeola]'s song is God Bird Change. [Al DiMeola]'s term is latin jazz. [Al DiMeola]'s release is Electric Rendezvous.
2327	Twista & The Speedknot Mobstaz	Twista & The Speedknot Mobstaz.	 [Twista & The Speedknot Mobstaz]'s term is gangster rap. [Twista & The Speedknot Mobstaz]'s song is Warm Embrace (LP Version). [Twista & The Speedknot Mobstaz]'s release is Mobstability.
2328	The Revolutionary Ensemble	The Revolutionary Ensemble.	 [The Revolutionary Ensemble]'s release is And Now.... [The Revolutionary Ensemble]'s term is free jazz. [The Revolutionary Ensemble]'s song is 911-544.
2329	Leroy Van Dyke	Leroy Van Dyke.	 [Leroy Van Dyke]'s term is country rock. [Leroy Van Dyke]'s song is If A Woman Answers. [Leroy Van Dyke]'s release is Walk On By.
2330	Peggy Lee	Peggy Lee.	 [Peggy Lee]'s release is Happy Day Collection - Fonzie's Women. [Peggy Lee]'s song is Mr. Wonderful. [Peggy Lee]'s term is vocal jazz.
2331	Lightnin' Slim	Lightnin' Slim.	 [Lightnin' Slim]'s song is My Babe. [Lightnin' Slim]'s release is The Original Blues. [Lightnin' Slim]'s term is swamp blues.
2332	Randy Stonehill	Randy Stonehill.	 [Randy Stonehill]'s term is ccm. [Randy Stonehill]'s release is Can't Buy A Miracle. [Randy Stonehill]'s song is Angry Young Men (LP Version).
2333	Mathey	Mathey.	 [Mathey]'s song is Ballo. [Mathey]'s release is Iyo. [Mathey]'s term is soukous.
2334	Elli Kokkinou	Elli Kokkinou.	 [Elli Kokkinou]'s release is Ki Allo. [Elli Kokkinou]'s song is Sex (French Version). [Elli Kokkinou]'s term is pop folk.
2335	David Arkenstone	David Arkenstone.	 [David Arkenstone]'s release is Dream Palace. [David Arkenstone]'s song is Reflections. [David Arkenstone]'s term is celtic.
2336	Pierre Perret	Pierre Perret.	 [Pierre Perret]'s song is Le poulet, L'idole des femmes. [Pierre Perret]'s release is Pierrot chante pour les gamins  les marmots....
2337	Ben Sidran	Ben Sidran.	 [Ben Sidran]'s term is smooth jazz. [Ben Sidran]'s song is Blowin' In the Wind. [Ben Sidran]'s release is Dylan Different.
2338	Soilent Green	Soilent Green.	 [Soilent Green]'s term is sludge metal. [Soilent Green]'s release is Confrontation. [Soilent Green]'s song is Pretty Smiles & Shattered Teeth.
2339	Long Beach Dub Allstars	Long Beach Dub Allstars.	 [Long Beach Dub Allstars]'s term is dub. [Long Beach Dub Allstars]'s song is Kablammin' It. [Long Beach Dub Allstars]'s release is Right Back.
2340	New York Dolls	New York Dolls.	 [New York Dolls]'s song is Human Being (1972 demo), Trash (live Paris). [New York Dolls]'s release is Manhattan Mayhem (a history of the Dolls).
2341	3 Way Funk	3 Way Funk.	 [3 Way Funk]'s term is hyphy. [3 Way Funk]'s release is 3 Way Funk. [3 Way Funk]'s song is Real Playaz.
2342	Freddie Roulette	Freddie Roulette.	 [Freddie Roulette]'s term is blues. [Freddie Roulette]'s release is Back In Chicago: Jammin' with Willie Kent and the Gents. [Freddie Roulette]'s song is Everybody Wants To Go To Heaven.
2343	Noel Harrison	Noel Harrison.	 [Noel Harrison]'s release is Life Is A Dream [Digital Version]. [Noel Harrison]'s term is folk-pop. [Noel Harrison]'s song is Sparrow (Remastered Album Version).
2344	Liquid Stranger	Liquid Stranger.	 [Liquid Stranger]'s release is The Invisible Conquest. [Liquid Stranger]'s song is Drop Sacrifice. [Liquid Stranger]'s term is dub.
2345	Spok Frevo Orquestra	Spok Frevo Orquestra.	 [Spok Frevo Orquestra]'s song is Passo De Anjo. [Spok Frevo Orquestra]'s term is frevo. [Spok Frevo Orquestra]'s release is Passo De Anjo Ao Vivo.
2346	Bob Newhart	Bob Newhart.	 [Bob Newhart]'s term is comedy. [Bob Newhart]'s release is Behind The Button-Down Mind Of Bob Newhart. [Bob Newhart]'s song is Herb Philbrick - Counter Spy ( LP Version ).
2347	Boney James And Rick Braun	Boney James And Rick Braun.	 [Boney James And Rick Braun]'s song is Shake It Up (Album Version). [Boney James And Rick Braun]'s release is Shake It Up. [Boney James And Rick Braun]'s term is dubstep.
2348	Beastie Boys	Beastie Boys.	 [Beastie Boys]'s release is Paul's Boutique, Ill Communication. [Beastie Boys]'s song is Shadrach (2009 Digital Remaster).
2349	Academy/Marriner	Academy/Marriner.	 [Academy/Marriner]'s song is Andante Cantabile (String Quartet No 1 In D Major. [Academy/Marriner]'s release is The Best Of The Academy. [Academy/Marriner]'s term is requiem.
2350	Daouda	Daouda.	 [Daouda]'s release is Daouda et sa guitar. [Daouda]'s term is zouk. [Daouda]'s song is Mon coeur balance.
2351	Ace Da Vinci	Ace Da Vinci.	 [Ace Da Vinci]'s song is D Solo. [Ace Da Vinci]'s term is hip hop. [Ace Da Vinci]'s release is Black Chicago.
2352	Andrae Crouch	Andrae Crouch.	 [Andrae Crouch]'s term is soul jazz. [Andrae Crouch]'s song is Jesus Is the Lord. [Andrae Crouch]'s release is Keep On Singin'.
2353	The Bug Featuring Ricky Ranking	The Bug Featuring Ricky Ranking.	 [The Bug Featuring Ricky Ranking]'s term is illbient. [The Bug Featuring Ricky Ranking]'s release is London Zoo. [The Bug Featuring Ricky Ranking]'s song is Judgement.
2354	All Girl Summer Fun Band	All Girl Summer Fun Band.	 [All Girl Summer Fun Band]'s song is Everything I Need. [All Girl Summer Fun Band]'s release is Looking Into It. [All Girl Summer Fun Band]'s term is pop rock.
2355	Madonna	Madonna.	 [Madonna]'s release is Celebration. [Madonna]'s song is 4 Minutes [Featuring Justin Timberlake and Timbaland] [Bob Sinclar Space Funk Remix], Jump [Jacques Lu Cont Edit].
2356	Louisa Mark	Louisa Mark.	 [Louisa Mark]'s term is lovers rock. [Louisa Mark]'s release is Breakout. [Louisa Mark]'s song is Keep It Like It Is.
2357	Cookie Crew	Cookie Crew.	 [Cookie Crew]'s term is hip house. [Cookie Crew]'s song is Got To Keep On (12" Version). [Cookie Crew]'s release is Smash Hits 1989.
2358	Michael Salgado	Michael Salgado.	 [Michael Salgado]'s release is Mejores Tiempos. [Michael Salgado]'s term is tejano. [Michael Salgado]'s song is Te Vas Angel Mio.
2359	Brainchoke	Brainchoke.	 [Brainchoke]'s term is grindcore. [Brainchoke]'s song is Crystal Clear. [Brainchoke]'s release is Introspective.
2360	LeA3n Gieco	LeA3n Gieco.	 [LeA3n Gieco]'s term is folk rock. [LeA3n Gieco]'s song is Ruta Del Coya. [LeA3n Gieco]'s release is Argentina Quiere Cantar.
2361	Moving Ninja	Moving Ninja.	 [Moving Ninja]'s release is Shellcode. [Moving Ninja]'s song is Lost Tribe. [Moving Ninja]'s term is dubstep.
2362	KT Tunstall	KT Tunstall.	 [KT Tunstall]'s song is Boo Hoo. [KT Tunstall]'s release is Eye To The Telescope / KT Tunstall's Acoustic Extravaganza, Eye To The Telescope.
2363	Hound Dog Taylor and The Houserockers	Hound Dog Taylor and The Houserockers.	 [Hound Dog Taylor and The Houserockers]'s song is Rock Me Baby - Live. [Hound Dog Taylor and The Houserockers]'s term is blues-rock. [Hound Dog Taylor and The Houserockers]'s release is Live In Boston.
2364	Tony Mathews	Tony Mathews.	 [Tony Mathews]'s release is Alien in My Own Home. [Tony Mathews]'s term is french pop. [Tony Mathews]'s song is (Coming With) Loving on My Mind.
2365	La Billo_ Los MelA3dicos	La Billo_ Los MelA3dicos.	 [La Billo  Los MelA3dicos]'s release is Las 2 Grandes Orquestas de Venezuela. [La Billo  Los MelA3dicos]'s term is gaita. [La Billo  Los MelA3dicos]'s song is Para Que Recordar.
2366	Screaming Lord Sutch	Screaming Lord Sutch.	 [Screaming Lord Sutch]'s release is Rock'n'Roll is still alive ( Live in Hamburg ). [Screaming Lord Sutch]'s term is psychobilly. [Screaming Lord Sutch]'s song is Son of Jack the Ripper.
2367	Sylvia Tosun	Sylvia Tosun.	 [Sylvia Tosun]'s song is Head Over Heels. [Sylvia Tosun]'s release is Head Over Heels - Club Mixes. [Sylvia Tosun]'s term is progressive house.
2368	Pinch	Pinch.	 [Pinch]'s release is Underwater Dancehall, Tectonic Plates Vol. 2. [Pinch]'s song is Punisher (Loefah's SE25 Remix).
2369	Dave Weckl	Dave Weckl.	 [Dave Weckl]'s release is Hard-Wired. [Dave Weckl]'s term is hard house. [Dave Weckl]'s song is Just An Illusion.
2370	Jacky Cheung	Jacky Cheung.	 [Jacky Cheung]'s term is cantonese pop. [Jacky Cheung]'s release is Wang Ji Ni Wo Zuo Bu Dao. [Jacky Cheung]'s song is Zai Ai Shang Ni.
2371	Grayson Capps	Grayson Capps.	 [Grayson Capps]'s release is If You Knew My Mind. [Grayson Capps]'s song is I See You. [Grayson Capps]'s term is blues-rock.
2372	CafA(c) Quijano	CafA(c) Quijano.	 [CafA(c) Quijano]'s song is En mis besos. [CafA(c) Quijano]'s release is La Extraordinaria Paradoja Del Sonido Quijano. [CafA(c) Quijano]'s term is pop rock.
2373	The Misfits	The Misfits.	 [The Misfits]'s song is The Haunting. [The Misfits]'s release is Collection 2. [The Misfits]'s term is horror punk.
2374	Clarence "Gatemouth" Brown	Clarence "Gatemouth" Brown.	 [Clarence "Gatemouth" Brown]'s song is Someday My Luck Will Change. [Clarence "Gatemouth" Brown]'s release is The Man. [Clarence "Gatemouth" Brown]'s term is texas blues.
2375	The London Theatre Orchestra	The London Theatre Orchestra.	 [The London Theatre Orchestra]'s release is Sci-Fi Themes. [The London Theatre Orchestra]'s term is ragtime. [The London Theatre Orchestra]'s song is War Of The Worlds.
2376	DJ Isaac	DJ Isaac.	 [DJ Isaac]'s song is Focus. [DJ Isaac]'s release is Best Of DJ Isaac. [DJ Isaac]'s term is gabba.
2377	X-tv	X-tv.	 [X-tv]'s term is ost. [X-tv]'s song is Aftertaste. [X-tv]'s release is Three is a crowd.
2378	Scott Weiland	Scott Weiland.	 [Scott Weiland]'s song is The Date ( LP Version ). [Scott Weiland]'s term is post-grunge. [Scott Weiland]'s release is 12 Bar Blues.
